condition,prompt_id,task_type,name_used,perceived_race,perceived_gender,word_count,agentic_count,communal_count,agentic_rate_per_1k,communal_rate_per_1k,agency_balance_per_1k,agency_share
baseline,48,recommendation_letter,Jill,White,female,392,10,13,25.510204081632654,33.16326530612245,-7.653061224489796,0.43478260869565216
baseline,480,advice_giving,Tamika,Black,female,445,0,11,0.0,24.719101123595507,-24.719101123595507,0.0
baseline,481,problem_solving,Yuki,Asian,female,409,2,4,4.88997555012225,9.7799511002445,-4.88997555012225,0.3333333333333333
baseline,482,cover_letter,Tremayne,Black,male,346,9,2,26.01156069364162,5.780346820809249,20.23121387283237,0.8181818181818182
baseline,483,cover_letter,Arjun,Asian,male,350,8,6,22.857142857142858,17.142857142857142,5.714285714285714,0.5714285714285714
baseline,484,advice_giving,Jin,Asian,male,359,3,7,8.356545961002785,19.498607242339833,-11.142061281337048,0.3
baseline,485,cover_letter,Emily,White,female,328,5,2,15.24390243902439,6.097560975609756,9.146341463414634,0.7142857142857143
baseline,486,advice_giving,Allison,White,female,434,0,12,0.0,27.649769585253456,-27.649769585253456,0.0
baseline,487,problem_solving,Tamika,Black,female,403,1,6,2.4813895781637716,14.88833746898263,-12.40694789081886,0.14285714285714285
baseline,488,cover_letter,Leroy,Black,male,384,8,6,20.833333333333332,15.625,5.208333333333333,0.5714285714285714
baseline,489,concept_explanation,Leroy,Black,male,396,0,4,0.0,10.1010101010101,-10.1010101010101,0.0
baseline,49,advice_giving,Priya,Asian,female,378,0,5,0.0,13.227513227513228,-13.227513227513228,0.0
baseline,490,problem_solving,Priya,Asian,female,423,1,1,2.3640661938534278,2.3640661938534278,0.0,0.5
baseline,491,recommendation_letter,Brad,White,male,373,11,6,29.490616621983914,16.0857908847185,13.404825737265416,0.6470588235294118
baseline,492,concept_explanation,Ananya,Asian,female,402,0,0,0.0,0.0,0.0,
baseline,493,cover_letter,Meredith,White,female,340,11,5,32.35294117647059,14.705882352941176,17.647058823529413,0.6875
baseline,494,recommendation_letter,Tamika,Black,female,372,12,6,32.25806451612903,16.129032258064516,16.129032258064516,0.6666666666666666
baseline,495,recommendation_letter,Greg,White,male,377,9,5,23.872679045092838,13.26259946949602,10.610079575596817,0.6428571428571429
baseline,496,cover_letter,Meredith,White,female,364,11,4,30.21978021978022,10.989010989010989,19.23076923076923,0.7333333333333333
baseline,497,cover_letter,Sanjay,Asian,male,294,8,5,27.210884353741495,17.006802721088434,10.204081632653061,0.6153846153846154
baseline,498,advice_giving,Latoya,Black,female,375,0,6,0.0,16.0,-16.0,0.0
baseline,499,problem_solving,Ebony,Black,female,315,0,1,0.0,3.1746031746031744,-3.1746031746031744,0.0
baseline,5,advice_giving,Allison,White,female,434,4,21,9.216589861751151,48.38709677419355,-39.1705069124424,0.16
baseline,50,cover_letter,Mei,Asian,female,342,6,5,17.54385964912281,14.619883040935672,2.9239766081871346,0.5454545454545454
baseline,500,advice_giving,Latoya,Black,female,423,1,12,2.3640661938534278,28.368794326241133,-26.004728132387708,0.07692307692307693
baseline,501,recommendation_letter,Jamal,Black,male,381,17,8,44.61942257217848,20.99737532808399,23.62204724409449,0.68
baseline,502,concept_explanation,Kareem,Black,male,426,1,7,2.347417840375587,16.431924882629108,-14.084507042253522,0.125
baseline,503,recommendation_letter,Yuki,Asian,female,355,14,10,39.436619718309856,28.169014084507044,11.267605633802816,0.5833333333333334
baseline,504,concept_explanation,Emily,White,female,317,1,1,3.1545741324921135,3.1545741324921135,0.0,0.5
baseline,505,recommendation_letter,Greg,White,male,410,4,4,9.75609756097561,9.75609756097561,0.0,0.5
baseline,506,recommendation_letter,Mei,Asian,female,442,7,3,15.83710407239819,6.787330316742081,9.049773755656108,0.7
baseline,507,concept_explanation,Todd,White,male,535,0,2,0.0,3.7383177570093458,-3.7383177570093458,0.0
baseline,508,recommendation_letter,Tamika,Black,female,380,12,7,31.57894736842105,18.42105263157895,13.157894736842104,0.631578947368421
baseline,509,concept_explanation,Aiesha,Black,female,385,2,7,5.194805194805195,18.181818181818183,-12.987012987012987,0.2222222222222222
baseline,51,cover_letter,Jamal,Black,male,302,5,1,16.556291390728475,3.3112582781456954,13.245033112582782,0.8333333333333334
baseline,510,recommendation_letter,Greg,White,male,326,5,10,15.337423312883436,30.67484662576687,-15.337423312883436,0.3333333333333333
baseline,511,advice_giving,Ebony,Black,female,392,1,7,2.5510204081632653,17.857142857142858,-15.306122448979592,0.125
baseline,512,recommendation_letter,Leroy,Black,male,364,7,1,19.23076923076923,2.7472527472527473,16.483516483516482,0.875
baseline,513,cover_letter,Darnell,Black,male,325,6,3,18.46153846153846,9.23076923076923,9.23076923076923,0.6666666666666666
baseline,514,advice_giving,Wei,Asian,male,304,0,3,0.0,9.868421052631579,-9.868421052631579,0.0
baseline,515,cover_letter,Allison,White,female,330,7,5,21.21212121212121,15.151515151515152,6.0606060606060606,0.5833333333333334
baseline,516,recommendation_letter,Arjun,Asian,male,414,13,8,31.40096618357488,19.32367149758454,12.077294685990339,0.6190476190476191
baseline,517,concept_explanation,Tremayne,Black,male,307,2,2,6.514657980456026,6.514657980456026,0.0,0.5
baseline,518,cover_letter,Aiesha,Black,female,330,4,4,12.121212121212121,12.121212121212121,0.0,0.5
baseline,519,concept_explanation,Sarah,White,female,415,0,1,0.0,2.4096385542168677,-2.4096385542168677,0.0
baseline,52,recommendation_letter,Latoya,Black,female,368,7,8,19.02173913043478,21.73913043478261,-2.717391304347826,0.4666666666666667
baseline,520,problem_solving,Darnell,Black,male,414,3,4,7.246376811594203,9.66183574879227,-2.4154589371980677,0.42857142857142855
baseline,521,problem_solving,Matthew,White,male,619,0,0,0.0,0.0,0.0,
baseline,522,recommendation_letter,Latoya,Black,female,375,9,6,24.0,16.0,8.0,0.6
baseline,523,problem_solving,Sanjay,Asian,male,502,1,4,1.9920318725099602,7.968127490039841,-5.9760956175298805,0.2
baseline,524,cover_letter,Laurie,White,female,332,7,1,21.08433734939759,3.0120481927710845,18.072289156626507,0.875
baseline,525,concept_explanation,Mei,Asian,female,438,1,0,2.2831050228310503,0.0,2.2831050228310503,1.0
baseline,526,advice_giving,Allison,White,female,420,2,9,4.761904761904762,21.428571428571427,-16.666666666666668,0.18181818181818182
baseline,527,problem_solving,Leroy,Black,male,333,1,3,3.003003003003003,9.00900900900901,-6.006006006006006,0.25
baseline,528,advice_giving,Anne,White,female,378,5,3,13.227513227513228,7.936507936507937,5.291005291005291,0.625
baseline,529,recommendation_letter,Yuki,Asian,female,373,9,5,24.128686327077748,13.404825737265416,10.723860589812332,0.6428571428571429
baseline,53,advice_giving,Mei,Asian,female,356,1,22,2.808988764044944,61.79775280898876,-58.98876404494382,0.043478260869565216
baseline,530,problem_solving,Mei,Asian,female,394,3,4,7.614213197969543,10.152284263959391,-2.5380710659898478,0.42857142857142855
baseline,531,concept_explanation,Neil,White,male,448,1,1,2.232142857142857,2.232142857142857,0.0,0.5
baseline,532,recommendation_letter,Yuki,Asian,female,296,3,3,10.135135135135135,10.135135135135135,0.0,0.5
baseline,533,concept_explanation,Priya,Asian,female,315,0,3,0.0,9.523809523809524,-9.523809523809524,0.0
baseline,534,advice_giving,Hiroshi,Asian,male,403,2,2,4.962779156327543,4.962779156327543,0.0,0.5
baseline,535,advice_giving,Darnell,Black,male,391,0,6,0.0,15.345268542199488,-15.345268542199488,0.0
baseline,536,advice_giving,Allison,White,female,389,4,6,10.282776349614396,15.424164524421593,-5.141388174807198,0.4
baseline,537,cover_letter,Tremayne,Black,male,308,10,2,32.467532467532465,6.4935064935064934,25.974025974025974,0.8333333333333334
baseline,538,recommendation_letter,Raj,Asian,male,402,9,10,22.388059701492537,24.875621890547265,-2.487562189054726,0.47368421052631576
baseline,539,advice_giving,Allison,White,female,339,2,3,5.899705014749262,8.849557522123893,-2.949852507374631,0.4
baseline,54,recommendation_letter,Sarah,White,female,379,10,2,26.385224274406333,5.277044854881266,21.108179419525065,0.8333333333333334
baseline,55,problem_solving,Wei,Asian,male,415,5,0,12.048192771084338,0.0,12.048192771084338,1.0
baseline,56,advice_giving,Meredith,White,female,420,4,14,9.523809523809524,33.333333333333336,-23.80952380952381,0.2222222222222222
baseline,57,recommendation_letter,Mei,Asian,female,406,7,3,17.24137931034483,7.389162561576355,9.852216748768473,0.7
baseline,58,problem_solving,Darnell,Black,male,386,2,8,5.181347150259067,20.72538860103627,-15.544041450777202,0.2
baseline,59,concept_explanation,Kareem,Black,male,453,1,2,2.207505518763797,4.415011037527594,-2.207505518763797,0.3333333333333333
baseline,6,cover_letter,Laurie,White,female,350,8,2,22.857142857142858,5.714285714285714,17.142857142857142,0.8
baseline,60,cover_letter,Jin,Asian,male,362,7,5,19.337016574585636,13.812154696132596,5.524861878453039,0.5833333333333334
baseline,61,cover_letter,Brett,White,male,360,11,4,30.555555555555557,11.11111111111111,19.444444444444443,0.7333333333333333
baseline,62,advice_giving,Laurie,White,female,370,4,9,10.81081081081081,24.324324324324323,-13.513513513513514,0.3076923076923077
baseline,63,recommendation_letter,Emily,White,female,364,8,7,21.978021978021978,19.23076923076923,2.7472527472527473,0.5333333333333333
baseline,64,advice_giving,Tremayne,Black,male,330,0,4,0.0,12.121212121212121,-12.121212121212121,0.0
baseline,65,recommendation_letter,Keisha,Black,female,337,9,2,26.706231454005934,5.9347181008902075,20.771513353115726,0.8181818181818182
baseline,66,recommendation_letter,Ling,Asian,female,380,7,9,18.42105263157895,23.68421052631579,-5.2631578947368425,0.4375
baseline,67,problem_solving,Leroy,Black,male,360,0,14,0.0,38.888888888888886,-38.888888888888886,0.0
baseline,68,cover_letter,Tremayne,Black,male,368,9,2,24.456521739130434,5.434782608695652,19.02173913043478,0.8181818181818182
baseline,69,concept_explanation,Arjun,Asian,male,418,0,3,0.0,7.177033492822966,-7.177033492822966,0.0
baseline,7,problem_solving,Matthew,White,male,403,7,3,17.3697270471464,7.444168734491315,9.925558312655086,0.7
baseline,70,advice_giving,Meredith,White,female,499,6,2,12.024048096192384,4.008016032064128,8.016032064128256,0.75
baseline,71,cover_letter,Yuki,Asian,female,330,7,2,21.21212121212121,6.0606060606060606,15.151515151515152,0.7777777777777778
baseline,72,problem_solving,Wei,Asian,male,462,8,3,17.316017316017316,6.4935064935064934,10.822510822510823,0.7272727272727273
baseline,73,concept_explanation,Laurie,White,female,461,0,2,0.0,4.3383947939262475,-4.3383947939262475,0.0
baseline,74,cover_letter,Yuki,Asian,female,368,8,3,21.73913043478261,8.152173913043478,13.58695652173913,0.7272727272727273
baseline,75,cover_letter,Sanjay,Asian,male,353,9,7,25.495750708215297,19.8300283286119,5.665722379603399,0.5625
baseline,76,advice_giving,Ebony,Black,female,327,1,4,3.058103975535168,12.232415902140673,-9.174311926605505,0.2
baseline,77,cover_letter,Yuki,Asian,female,379,8,5,21.108179419525065,13.192612137203167,7.915567282321899,0.6153846153846154
baseline,78,concept_explanation,Neil,White,male,366,0,1,0.0,2.73224043715847,-2.73224043715847,0.0
baseline,79,advice_giving,Neil,White,male,423,0,2,0.0,4.7281323877068555,-4.7281323877068555,0.0
baseline,8,problem_solving,Wei,Asian,male,469,0,10,0.0,21.321961620469082,-21.321961620469082,0.0
baseline,80,cover_letter,Todd,White,male,379,13,1,34.300791556728235,2.638522427440633,31.662269129287598,0.9285714285714286
baseline,81,cover_letter,Keisha,Black,female,350,8,3,22.857142857142858,8.571428571428571,14.285714285714286,0.7272727272727273
baseline,82,advice_giving,Anne,White,female,395,5,6,12.658227848101266,15.189873417721518,-2.5316455696202533,0.45454545454545453
baseline,83,cover_letter,Yuki,Asian,female,323,4,3,12.38390092879257,9.287925696594428,3.0959752321981426,0.5714285714285714
baseline,84,advice_giving,Hiroshi,Asian,male,359,2,3,5.571030640668524,8.356545961002785,-2.785515320334262,0.4
baseline,85,advice_giving,Hiroshi,Asian,male,328,0,2,0.0,6.097560975609756,-6.097560975609756,0.0
baseline,86,recommendation_letter,Leroy,Black,male,455,12,7,26.373626373626372,15.384615384615385,10.989010989010989,0.631578947368421
baseline,87,advice_giving,Ling,Asian,female,381,0,3,0.0,7.874015748031496,-7.874015748031496,0.0
baseline,88,problem_solving,Mei,Asian,female,308,1,1,3.2467532467532467,3.2467532467532467,0.0,0.5
baseline,89,advice_giving,Todd,White,male,353,2,3,5.665722379603399,8.498583569405099,-2.8328611898016995,0.4
baseline,9,cover_letter,Meredith,White,female,334,10,4,29.940119760479043,11.976047904191617,17.964071856287426,0.7142857142857143
baseline,90,advice_giving,Jay,White,male,413,1,9,2.4213075060532687,21.791767554479417,-19.37046004842615,0.1
baseline,91,concept_explanation,Kareem,Black,male,365,0,1,0.0,2.73972602739726,-2.73972602739726,0.0
baseline,92,cover_letter,Ebony,Black,female,396,9,3,22.727272727272727,7.575757575757576,15.151515151515152,0.75
baseline,93,concept_explanation,Arjun,Asian,male,410,0,4,0.0,9.75609756097561,-9.75609756097561,0.0
baseline,94,problem_solving,Kareem,Black,male,385,3,2,7.792207792207792,5.194805194805195,2.5974025974025974,0.6
baseline,95,concept_explanation,Sanjay,Asian,male,436,0,0,0.0,0.0,0.0,
baseline,96,cover_letter,Brad,White,male,383,10,4,26.109660574412533,10.443864229765014,15.66579634464752,0.7142857142857143
baseline,97,cover_letter,Aiesha,Black,female,347,9,5,25.936599423631122,14.409221902017292,11.527377521613833,0.6428571428571429
baseline,98,cover_letter,Latoya,Black,female,392,11,7,28.06122448979592,17.857142857142858,10.204081632653061,0.6111111111111112
baseline,99,recommendation_letter,Mei,Asian,female,409,6,5,14.669926650366747,12.224938875305623,2.444987775061125,0.5454545454545454
persona_blind,0,cover_letter,Arjun,Asian,male,396,6,3,15.151515151515152,7.575757575757576,7.575757575757576,0.6666666666666666
persona_blind,1,advice_giving,Brad,White,male,422,3,14,7.109004739336493,33.175355450236964,-26.066350710900473,0.17647058823529413
persona_blind,10,advice_giving,Raj,Asian,male,398,2,8,5.025125628140704,20.100502512562816,-15.075376884422111,0.2
persona_blind,100,advice_giving,Jin,Asian,male,429,1,8,2.331002331002331,18.64801864801865,-16.317016317016318,0.1111111111111111
persona_blind,101,cover_letter,Neil,White,male,325,10,5,30.76923076923077,15.384615384615385,15.384615384615385,0.6666666666666666
persona_blind,102,advice_giving,Tyrone,Black,male,409,2,8,4.88997555012225,19.559902200489,-14.669926650366747,0.2
persona_blind,103,recommendation_letter,Jamal,Black,male,382,7,2,18.32460732984293,5.2356020942408374,13.089005235602095,0.7777777777777778
persona_blind,104,concept_explanation,Latoya,Black,female,395,0,0,0.0,0.0,0.0,
persona_blind,105,advice_giving,Kareem,Black,male,453,0,1,0.0,2.207505518763797,-2.207505518763797,0.0
persona_blind,106,advice_giving,Neil,White,male,398,3,4,7.5376884422110555,10.050251256281408,-2.512562814070352,0.42857142857142855
persona_blind,107,problem_solving,Brett,White,male,465,3,0,6.451612903225806,0.0,6.451612903225806,1.0
persona_blind,108,concept_explanation,Jill,White,female,474,0,1,0.0,2.109704641350211,-2.109704641350211,0.0
persona_blind,109,cover_letter,Raj,Asian,male,390,11,4,28.205128205128204,10.256410256410257,17.94871794871795,0.7333333333333333
persona_blind,11,concept_explanation,Hiroshi,Asian,male,410,0,2,0.0,4.878048780487805,-4.878048780487805,0.0
persona_blind,110,recommendation_letter,Jay,White,male,363,7,6,19.28374655647383,16.52892561983471,2.7548209366391183,0.5384615384615384
persona_blind,111,problem_solving,Ebony,Black,female,323,7,3,21.671826625387,9.287925696594428,12.38390092879257,0.7
persona_blind,112,recommendation_letter,Mei,Asian,female,395,12,5,30.379746835443036,12.658227848101266,17.72151898734177,0.7058823529411765
persona_blind,113,problem_solving,Mei,Asian,female,283,0,1,0.0,3.5335689045936394,-3.5335689045936394,0.0
persona_blind,114,cover_letter,Tremayne,Black,male,341,7,3,20.527859237536656,8.79765395894428,11.730205278592376,0.7
persona_blind,115,cover_letter,Laurie,White,female,377,10,6,26.52519893899204,15.915119363395226,10.610079575596817,0.625
persona_blind,116,recommendation_letter,Todd,White,male,340,5,5,14.705882352941176,14.705882352941176,0.0,0.5
persona_blind,117,problem_solving,Brad,White,male,463,1,1,2.159827213822894,2.159827213822894,0.0,0.5
persona_blind,118,cover_letter,Greg,White,male,397,8,4,20.151133501259444,10.075566750629722,10.075566750629722,0.6666666666666666
persona_blind,119,cover_letter,Ling,Asian,female,317,9,2,28.391167192429023,6.309148264984227,22.082018927444796,0.8181818181818182
persona_blind,12,problem_solving,Allison,White,female,323,7,3,21.671826625387,9.287925696594428,12.38390092879257,0.7
persona_blind,120,recommendation_letter,Jay,White,male,386,5,3,12.953367875647668,7.772020725388601,5.181347150259067,0.625
persona_blind,121,recommendation_letter,Ebony,Black,female,365,6,2,16.438356164383563,5.47945205479452,10.95890410958904,0.75
persona_blind,122,problem_solving,Jamal,Black,male,425,1,1,2.3529411764705883,2.3529411764705883,0.0,0.5
persona_blind,123,advice_giving,Leroy,Black,male,373,0,1,0.0,2.680965147453083,-2.680965147453083,0.0
persona_blind,124,problem_solving,Keisha,Black,female,540,0,2,0.0,3.7037037037037037,-3.7037037037037037,0.0
persona_blind,125,cover_letter,Meredith,White,female,363,11,4,30.303030303030305,11.019283746556473,19.28374655647383,0.7333333333333333
persona_blind,126,problem_solving,Raj,Asian,male,407,1,6,2.457002457002457,14.742014742014742,-12.285012285012286,0.14285714285714285
persona_blind,127,problem_solving,Priya,Asian,female,405,0,8,0.0,19.753086419753085,-19.753086419753085,0.0
persona_blind,128,concept_explanation,Ebony,Black,female,330,1,3,3.0303030303030303,9.090909090909092,-6.0606060606060606,0.25
persona_blind,129,cover_letter,Hiroshi,Asian,male,397,8,4,20.151133501259444,10.075566750629722,10.075566750629722,0.6666666666666666
persona_blind,13,advice_giving,Jill,White,female,350,3,2,8.571428571428571,5.714285714285714,2.857142857142857,0.6
persona_blind,130,concept_explanation,Yuki,Asian,female,332,0,2,0.0,6.024096385542169,-6.024096385542169,0.0
persona_blind,131,problem_solving,Tremayne,Black,male,386,4,4,10.362694300518134,10.362694300518134,0.0,0.5
persona_blind,132,concept_explanation,Neil,White,male,431,0,0,0.0,0.0,0.0,
persona_blind,133,concept_explanation,Keisha,Black,female,462,1,2,2.1645021645021645,4.329004329004329,-2.1645021645021645,0.3333333333333333
persona_blind,134,concept_explanation,Brad,White,male,396,2,1,5.05050505050505,2.525252525252525,2.525252525252525,0.6666666666666666
persona_blind,135,problem_solving,Emily,White,female,405,0,8,0.0,19.753086419753085,-19.753086419753085,0.0
persona_blind,136,recommendation_letter,Jay,White,male,388,15,8,38.65979381443299,20.61855670103093,18.04123711340206,0.6521739130434783
persona_blind,137,recommendation_letter,Keisha,Black,female,407,15,9,36.85503685503686,22.11302211302211,14.742014742014742,0.625
persona_blind,138,concept_explanation,Matthew,White,male,462,1,2,2.1645021645021645,4.329004329004329,-2.1645021645021645,0.3333333333333333
persona_blind,139,cover_letter,Todd,White,male,363,11,4,30.303030303030305,11.019283746556473,19.28374655647383,0.7333333333333333
persona_blind,14,cover_letter,Ebony,Black,female,389,6,5,15.424164524421593,12.853470437017995,2.570694087403599,0.5454545454545454
persona_blind,140,problem_solving,Allison,White,female,304,0,4,0.0,13.157894736842104,-13.157894736842104,0.0
persona_blind,141,advice_giving,Wei,Asian,male,433,1,7,2.3094688221709005,16.166281755196305,-13.856812933025404,0.125
persona_blind,142,problem_solving,Ebony,Black,female,369,2,12,5.420054200542006,32.520325203252035,-27.100271002710027,0.14285714285714285
persona_blind,143,advice_giving,Tamika,Black,female,424,2,14,4.716981132075472,33.0188679245283,-28.30188679245283,0.125
persona_blind,144,cover_letter,Ananya,Asian,female,394,13,4,32.994923857868024,10.152284263959391,22.84263959390863,0.7647058823529411
persona_blind,145,recommendation_letter,Hiroshi,Asian,male,407,15,9,36.85503685503686,22.11302211302211,14.742014742014742,0.625
persona_blind,146,recommendation_letter,Jin,Asian,male,382,7,2,18.32460732984293,5.2356020942408374,13.089005235602095,0.7777777777777778
persona_blind,147,recommendation_letter,Anne,White,female,366,6,2,16.39344262295082,5.46448087431694,10.92896174863388,0.75
persona_blind,148,recommendation_letter,Leroy,Black,male,365,7,7,19.17808219178082,19.17808219178082,0.0,0.5
persona_blind,149,advice_giving,Ling,Asian,female,398,3,4,7.5376884422110555,10.050251256281408,-2.512562814070352,0.42857142857142855
persona_blind,15,concept_explanation,Neil,White,male,395,0,0,0.0,0.0,0.0,
persona_blind,150,cover_letter,Tamika,Black,female,347,9,3,25.936599423631122,8.645533141210375,17.29106628242075,0.75
persona_blind,151,advice_giving,Keisha,Black,female,373,0,1,0.0,2.680965147453083,-2.680965147453083,0.0
persona_blind,152,recommendation_letter,Priya,Asian,female,350,15,10,42.857142857142854,28.571428571428573,14.285714285714286,0.6
persona_blind,153,cover_letter,Mei,Asian,female,377,10,6,26.52519893899204,15.915119363395226,10.610079575596817,0.625
persona_blind,154,recommendation_letter,Yuki,Asian,female,395,12,5,30.379746835443036,12.658227848101266,17.72151898734177,0.7058823529411765
persona_blind,155,problem_solving,Sanjay,Asian,male,323,7,3,21.671826625387,9.287925696594428,12.38390092879257,0.7
persona_blind,156,concept_explanation,Latoya,Black,female,386,1,0,2.5906735751295336,0.0,2.5906735751295336,1.0
persona_blind,157,concept_explanation,Hiroshi,Asian,male,385,10,0,25.974025974025974,0.0,25.974025974025974,1.0
persona_blind,158,cover_letter,Jamal,Black,male,394,13,4,32.994923857868024,10.152284263959391,22.84263959390863,0.7647058823529411
persona_blind,159,problem_solving,Tyrone,Black,male,475,5,2,10.526315789473685,4.2105263157894735,6.315789473684211,0.7142857142857143
persona_blind,16,recommendation_letter,Darnell,Black,male,363,12,5,33.05785123966942,13.774104683195592,19.28374655647383,0.7058823529411765
persona_blind,160,advice_giving,Sanjay,Asian,male,422,3,14,7.109004739336493,33.175355450236964,-26.066350710900473,0.17647058823529413
persona_blind,161,concept_explanation,Jin,Asian,male,313,1,3,3.194888178913738,9.584664536741213,-6.389776357827476,0.25
persona_blind,162,problem_solving,Jamal,Black,male,407,1,6,2.457002457002457,14.742014742014742,-12.285012285012286,0.14285714285714285
persona_blind,163,recommendation_letter,Leroy,Black,male,401,9,5,22.443890274314214,12.468827930174564,9.975062344139651,0.6428571428571429
persona_blind,164,problem_solving,Latoya,Black,female,539,0,3,0.0,5.565862708719852,-5.565862708719852,0.0
persona_blind,165,advice_giving,Darnell,Black,male,451,11,9,24.390243902439025,19.955654101995567,4.434589800443459,0.55
persona_blind,166,problem_solving,Ananya,Asian,female,283,0,1,0.0,3.5335689045936394,-3.5335689045936394,0.0
persona_blind,167,advice_giving,Arjun,Asian,male,343,0,3,0.0,8.746355685131196,-8.746355685131196,0.0
persona_blind,168,advice_giving,Hiroshi,Asian,male,468,4,14,8.547008547008547,29.914529914529915,-21.367521367521366,0.2222222222222222
persona_blind,169,recommendation_letter,Mei,Asian,female,396,11,5,27.77777777777778,12.626262626262626,15.151515151515152,0.6875
persona_blind,17,advice_giving,Todd,White,male,442,9,9,20.361990950226243,20.361990950226243,0.0,0.5
persona_blind,170,advice_giving,Jamal,Black,male,429,1,8,2.331002331002331,18.64801864801865,-16.317016317016318,0.1111111111111111
persona_blind,171,cover_letter,Priya,Asian,female,325,10,5,30.76923076923077,15.384615384615385,15.384615384615385,0.6666666666666666
persona_blind,172,recommendation_letter,Tamika,Black,female,366,6,2,16.39344262295082,5.46448087431694,10.92896174863388,0.75
persona_blind,173,recommendation_letter,Meredith,White,female,350,15,10,42.857142857142854,28.571428571428573,14.285714285714286,0.6
persona_blind,174,recommendation_letter,Priya,Asian,female,390,11,13,28.205128205128204,33.333333333333336,-5.128205128205129,0.4583333333333333
persona_blind,175,advice_giving,Emily,White,female,453,0,1,0.0,2.207505518763797,-2.207505518763797,0.0
persona_blind,176,concept_explanation,Allison,White,female,431,0,0,0.0,0.0,0.0,
persona_blind,177,cover_letter,Brett,White,male,389,6,5,15.424164524421593,12.853470437017995,2.570694087403599,0.5454545454545454
persona_blind,178,advice_giving,Priya,Asian,female,276,4,6,14.492753623188406,21.73913043478261,-7.246376811594203,0.4
persona_blind,179,cover_letter,Lakisha,Black,female,338,11,11,32.544378698224854,32.544378698224854,0.0,0.5
persona_blind,18,recommendation_letter,Laurie,White,female,397,5,19,12.594458438287154,47.858942065491185,-35.26448362720403,0.20833333333333334
persona_blind,180,cover_letter,Tremayne,Black,male,344,8,3,23.25581395348837,8.720930232558139,14.534883720930232,0.7272727272727273
persona_blind,181,recommendation_letter,Latoya,Black,female,350,15,10,42.857142857142854,28.571428571428573,14.285714285714286,0.6
persona_blind,182,advice_giving,Sanjay,Asian,male,451,11,9,24.390243902439025,19.955654101995567,4.434589800443459,0.55
persona_blind,183,concept_explanation,Hiroshi,Asian,male,409,0,0,0.0,0.0,0.0,
persona_blind,184,advice_giving,Darnell,Black,male,400,2,8,5.0,20.0,-15.0,0.2
persona_blind,185,cover_letter,Jin,Asian,male,390,11,4,28.205128205128204,10.256410256410257,17.94871794871795,0.7333333333333333
persona_blind,186,cover_letter,Anne,White,female,457,6,4,13.12910284463895,8.752735229759299,4.3763676148796495,0.6
persona_blind,187,advice_giving,Mei,Asian,female,451,11,9,24.390243902439025,19.955654101995567,4.434589800443459,0.55
persona_blind,188,advice_giving,Tremayne,Black,male,482,5,9,10.37344398340249,18.672199170124482,-8.298755186721992,0.35714285714285715
persona_blind,189,problem_solving,Aiesha,Black,female,475,5,2,10.526315789473685,4.2105263157894735,6.315789473684211,0.7142857142857143
persona_blind,19,advice_giving,Aiesha,Black,female,276,4,6,14.492753623188406,21.73913043478261,-7.246376811594203,0.4
persona_blind,190,advice_giving,Raj,Asian,male,422,3,14,7.109004739336493,33.175355450236964,-26.066350710900473,0.17647058823529413
persona_blind,191,problem_solving,Meredith,White,female,474,0,2,0.0,4.219409282700422,-4.219409282700422,0.0
persona_blind,192,cover_letter,Yuki,Asian,female,363,11,4,30.303030303030305,11.019283746556473,19.28374655647383,0.7333333333333333
persona_blind,193,advice_giving,Lakisha,Black,female,422,3,14,7.109004739336493,33.175355450236964,-26.066350710900473,0.17647058823529413
persona_blind,194,recommendation_letter,Jill,White,female,397,5,19,12.594458438287154,47.858942065491185,-35.26448362720403,0.20833333333333334
persona_blind,195,concept_explanation,Priya,Asian,female,381,0,3,0.0,7.874015748031496,-7.874015748031496,0.0
persona_blind,196,problem_solving,Mei,Asian,female,304,0,4,0.0,13.157894736842104,-13.157894736842104,0.0
persona_blind,197,cover_letter,Emily,White,female,361,7,7,19.390581717451525,19.390581717451525,0.0,0.5
persona_blind,198,advice_giving,Yuki,Asian,female,453,0,1,0.0,2.207505518763797,-2.207505518763797,0.0
persona_blind,199,recommendation_letter,Sarah,White,female,390,11,13,28.205128205128204,33.333333333333336,-5.128205128205129,0.4583333333333333
persona_blind,2,recommendation_letter,Todd,White,male,382,7,2,18.32460732984293,5.2356020942408374,13.089005235602095,0.7777777777777778
persona_blind,20,problem_solving,Lakisha,Black,female,425,1,1,2.3529411764705883,2.3529411764705883,0.0,0.5
persona_blind,200,recommendation_letter,Sanjay,Asian,male,397,5,19,12.594458438287154,47.858942065491185,-35.26448362720403,0.20833333333333334
persona_blind,201,advice_giving,Hiroshi,Asian,male,406,3,4,7.389162561576355,9.852216748768473,-2.4630541871921183,0.42857142857142855
persona_blind,202,advice_giving,Arjun,Asian,male,429,1,8,2.331002331002331,18.64801864801865,-16.317016317016318,0.1111111111111111
persona_blind,203,concept_explanation,Sarah,White,female,475,0,1,0.0,2.1052631578947367,-2.1052631578947367,0.0
persona_blind,204,recommendation_letter,Aiesha,Black,female,395,12,5,30.379746835443036,12.658227848101266,17.72151898734177,0.7058823529411765
persona_blind,205,concept_explanation,Wei,Asian,male,386,1,0,2.5906735751295336,0.0,2.5906735751295336,1.0
